title,movieId,rating,class
Hamlet (1964),2820,4.5,высокий рейтинг
"Nomi Song, The (2004)",31682,4.5,высокий рейтинг
"Royal Affair, A (Kongelig affære, En) (2012)",96911,4.5,высокий рейтинг
Tell No One (Ne le dis à personne) (2006),54372,4.5,высокий рейтинг
Sinbad: Legend of the Seven Seas (2003),6536,4.5,высокий рейтинг
Charlie's Country (2013),112735,4.5,высокий рейтинг
Man on a Ledge (2012),91978,4.5,высокий рейтинг
Tekken (2010),80026,4.5,высокий рейтинг
"Paradine Case, The (1947)",2201,4.5,высокий рейтинг
Slim Susie (Smala Sussie) (2003),41912,4.5,высокий рейтинг
Inauguration of the Pleasure Dome (1954),95115,4.5,высокий рейтинг
Treasure Island (1950),6405,4.5,высокий рейтинг
Evil Under the Sun (1982),6077,4.5,высокий рейтинг
What a Girl Wants (2003),6266,4.5,высокий рейтинг
God Bless America (2011),93855,4.5,высокий рейтинг
Mission to Mir (1997),4861,4.5,высокий рейтинг
Daniel Tosh: Completely Serious (2007),158314,4.5,высокий рейтинг
The Jinx: The Life and Deaths of Robert Durst (2015),131724,4.5,высокий рейтинг
"Times of Harvey Milk, The (1984)",26524,4.5,высокий рейтинг
"36th Chamber of Shaolin, The (Shao Lin san shi liu fang) (Master Killer) (1978)",51277,4.5,высокий рейтинг
In the City of Sylvia (En la ciudad de Sylvia) (2007),61206,4.5,высокий рейтинг
56 Up (2012),97673,4.5,высокий рейтинг
To End All Wars (2001),8730,4.5,высокий рейтинг
"Going Places (Valseuses, Les) (1974)",5088,4.5,высокий рейтинг
Baran (2001),4964,4.5,высокий рейтинг
Duel at Diablo (1966),6447,4.5,высокий рейтинг
Mindwalk (1990),7002,4.5,высокий рейтинг
To Hell and Back (1955),7787,4.5,высокий рейтинг
Stray Dog (Nora inu) (1949),7924,4.5,высокий рейтинг
The Good Dinosaur (2015),136016,4.5,высокий рейтинг
Palindromes (2004),33138,4.5,высокий рейтинг
"Congress, The (2013)",105769,4.5,высокий рейтинг
Basket Case 2 (1990),8893,4.5,высокий рейтинг
Evil (Ondskan) (2003),27700,4.5,высокий рейтинг
"Friend of Mine, A (Ein Freund von mir) (2006)",64321,4.5,высокий рейтинг
Just Write (1997),7627,4.5,высокий рейтинг
Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),95965,4.5,высокий рейтинг
"Evening with Kevin Smith, An (2002)",55031,4.5,высокий рейтинг
"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",53883,4.5,высокий рейтинг
"Last Wave, The (1977)",4927,4.5,высокий рейтинг
"Son of the Bride (Hijo de la novia, El) (2001)",5607,4.5,высокий рейтинг
"Women, The (1939)",927,4.5,высокий рейтинг
Huhwihaji Anha (No Regret) (2006),70678,4.5,высокий рейтинг
"Seventh Continent, The (Der siebente Kontinent) (1989)",48165,4.5,высокий рейтинг
"Pirate Movie, The (1982)",6116,4.5,высокий рейтинг
Mister Lonely (2007),59339,4.5,высокий рейтинг
7 Plus Seven (1970),50742,4.5,высокий рейтинг
Just One of the Guys (1985),7340,4.5,высокий рейтинг
The Lovers and the Despot,151307,4.5,высокий рейтинг
Calvary (2014),110586,4.5,высокий рейтинг
Mondo Hollywood (1967),110752,4.5,высокий рейтинг
Seven Up! (1964),50740,4.5,высокий рейтинг
In the Land of Women (2007),52668,4.5,высокий рейтинг
Stroszek (1977),5121,4.5,высокий рейтинг
Soldier's Girl (2003),27646,4.5,высокий рейтинг
"Phantom of the Opera, The (1989)",31026,4.5,высокий рейтинг
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",363,4.5,высокий рейтинг
Double Happiness (1994),341,4.5,высокий рейтинг
"Witching and Bitching (Brujas de Zugarramurdi, Las) (2014)",110645,4.5,высокий рейтинг
Cry Freedom (1987),4095,4.5,высокий рейтинг
Drowning by Numbers (1988),4500,4.5,высокий рейтинг
Micmacs (Micmacs à tire-larigot) (2009),76173,4.5,высокий рейтинг
Goya in Bordeaux (Goya en Burdeos) (1999),3902,4.5,высокий рейтинг
Dogs in Space (1987),4101,4.5,высокий рейтинг
23 (23 - Nichts ist so wie es scheint) (1998),45172,4.5,высокий рейтинг
Edge of Seventeen (1998),2626,4.5,высокий рейтинг
The Book of Life (2014),115664,4.5,высокий рейтинг
Umberto D. (1952),6611,4.5,высокий рейтинг
Catch-22 (1970),4349,4.5,высокий рейтинг
Butterfly on a Wheel (Shattered) (2007),56633,4.5,высокий рейтинг
Woody Allen: A Documentary (2012),103444,4.5,высокий рейтинг
Thirst (2008),79136,4.5,высокий рейтинг
Metal: A Headbanger's Journey (2005),46347,4.5,высокий рейтинг
Ex Drummer (2007),59814,4.5,высокий рейтинг
"Merchant of Venice, The (2004)",30850,4.5,высокий рейтинг
"Four Days in September (O Que É Isso, Companheiro?) (1997)",1759,4.5,высокий рейтинг
Yeh Jawaani Hai Deewani (2013),108514,4.5,высокий рейтинг
Jubilee (1977),6465,4.5,высокий рейтинг
"Killing of a Chinese Bookie, The (1976)",7126,4.5,высокий рейтинг
My Dinner with André (1981),5772,4.5,высокий рейтинг
Frankenstein Meets the Wolf Man (1943),2651,4.5,высокий рейтинг
À nous la liberté (Freedom for Us) (1931),5560,4.5,высокий рейтинг
Together (Tillsammans) (2000),4741,4.5,высокий рейтинг
Nadja (1994),184,4.5,высокий рейтинг
What Time Is It There? (Ni neibian jidian) (2001),5028,4.5,высокий рейтинг
Inside Deep Throat (2005),31689,4.5,высокий рейтинг
Tokyo! (2008),63179,4.5,высокий рейтинг
The War at Home (1979),120821,4.5,высокий рейтинг
"Phantom of Liberty, The (Fantôme de la liberté, Le) (1974)",26318,4.5,высокий рейтинг
The Day That Lasted 21 Years (2012),130980,4.5,высокий рейтинг
Judas Kiss (2011),99609,4.5,высокий рейтинг
"Bigger, Stronger, Faster* (2008)",59731,4.5,высокий рейтинг
Bajirao Mastani (2015),149606,4.5,высокий рейтинг
Too Big to Fail (2011),87660,4.5,высокий рейтинг
Mifune's Last Song (Mifunes sidste sang) (1999),3320,4.5,высокий рейтинг
"Specials, The (2000)",3905,4.5,высокий рейтинг
"Navigator, The (1924)",7074,4.5,высокий рейтинг
Snoopy Come Home (1972),48061,4.5,высокий рейтинг
Cries and Whispers (Viskningar och rop) (1972),4422,4.5,высокий рейтинг
21 Up (1977),52767,4.5,высокий рейтинг
I Am Cuba (Soy Cuba/Ya Kuba) (1964),3245,4.5,высокий рейтинг
Kirikou and the Sorceress (Kirikou et la sorcière) (1998),27186,4.5,высокий рейтинг
Sylvia (2003),6883,4.5,высокий рейтинг
"Thing from Another World, The (1951)",2660,4.5,высокий рейтинг
"Cutting Edge: The Magic of Movie Editing, The (2004)",42677,4.5,высокий рейтинг
Oliver Twist (1948),8341,4.5,высокий рейтинг
Cyclo (Xich lo) (1995),850,4.5,высокий рейтинг
High and Low (Tengoku to jigoku) (1963),7926,4.5,высокий рейтинг
On Dangerous Ground (1952),47092,4.5,высокий рейтинг
G.O.R.A. (2004),48501,4.5,высокий рейтинг
All Tomorrow's Parties (2009),79686,4.5,высокий рейтинг
Shock Corridor (1963),8126,4.5,высокий рейтинг
Cypher (2002),7827,4.5,высокий рейтинг
Whores' Glory (2011),99795,4.5,высокий рейтинг
"History Boys, The (2006)",49957,4.5,высокий рейтинг
Vincent (1982),32840,4.5,высокий рейтинг
Broken Wings (Knafayim Shvurot) (2002),7349,4.5,высокий рейтинг
Revolver (2005),40148,4.5,высокий рейтинг
"Patrik Age 1.5 (Patrik 1,5) (2008)",80584,4.5,высокий рейтинг
Viridiana (1961),8239,4.5,высокий рейтинг
Kung Fu Panda: Secrets of the Furious Five (2008),67295,4.5,высокий рейтинг
"Debt, The (2011)",89085,4.5,высокий рейтинг
Zorn's Lemma (1970),72647,4.5,высокий рейтинг
"Enfer, L' (1994)",264,4.5,высокий рейтинг
Valentin (Valentín) (2002),7456,4.5,высокий рейтинг
Oh Boy (A Coffee in Berlin) (2012),100843,4.5,высокий рейтинг
Straight to Hell (1987),7878,4.5,высокий рейтинг
Festival Express (2003),27812,4.5,высокий рейтинг
"Gate of Heavenly Peace, The (1995)",787,4.5,высокий рейтинг
"Angus, Thongs and Perfect Snogging (2008)",62718,4.5,высокий рейтинг
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),1349,4.5,высокий рейтинг
Life is a Miracle (Zivot je cudo) (2004),39768,4.5,высокий рейтинг
Louis Theroux: The Most Hated Family in America in Crisis (2011),94024,4.5,высокий рейтинг
Louis C.K.: Shameless (2007),86377,4.5,высокий рейтинг
Zach Galifianakis: Live at the Purple Onion (2006),74152,4.5,высокий рейтинг
Louis C.K.: Live at the Beacon Theater (2011),92535,4.5,высокий рейтинг
Angela (1995),130,4.5,высокий рейтинг
Zatoichi on the Road (Zatôichi kenka-tabi) (Zatôichi 5) (1963),107081,4.5,высокий рейтинг
Sholay (1975),34435,4.5,высокий рейтинг
Hide and Seek (2005),31427,4.5,высокий рейтинг
"Color of Paradise, The (Rang-e khoda) (1999)",3456,4.5,высокий рейтинг
45 Years (2015),128606,4.5,высокий рейтинг
Enter the Void (2009),78836,4.5,высокий рейтинг
Cronos (1993),565,4.5,высокий рейтинг
Voices from the List (2004),86504,4.5,высокий рейтинг
Zorba the Greek (Alexis Zorbas) (1964),7771,4.5,высокий рейтинг
Courageous (2011),93265,4.5,высокий рейтинг
Salvador (1986),4407,4.5,высокий рейтинг
Box of Moon Light (1996),8504,4.5,высокий рейтинг
"American Friend, The (Amerikanische Freund, Der) (1977)",6021,4.5,высокий рейтинг
Gates of Heaven (1978),26400,4.5,высокий рейтинг
"Little Foxes, The (1941)",4801,4.5,высокий рейтинг
Last Days (2005),34326,4.5,высокий рейтинг
"Return, The (Vozvrashcheniye) (2003)",27834,4.5,высокий рейтинг
Little Dieter Needs to Fly (1997),5059,4.5,высокий рейтинг
Dead Leaves (2004),62331,4.5,высокий рейтинг
She Wore a Yellow Ribbon (1949),5440,4.5,высокий рейтинг
"Ambassador, The (Ambassadøren) (2011)",97744,4.5,высокий рейтинг
"Boxtrolls, The (2014)",114552,4.5,высокий рейтинг
Robot & Frank (2012),96655,4.5,высокий рейтинг
Hype! (1996),1310,4.5,высокий рейтинг
Brief Encounter (1946),2927,4.5,высокий рейтинг
"Passenger, The (Professione: reporter) (1975)",26350,4.5,высокий рейтинг
Land and Freedom (Tierra y libertad) (1995),632,4.5,высокий рейтинг
Our Hospitality (1923),8609,4.5,высокий рейтинг
Clapham Junction (2007),89870,4.5,высокий рейтинг
Survival Island (Three) (2005),110352,4.5,высокий рейтинг
Salesman (1969),8797,4.5,высокий рейтинг
Galaxy of Terror (Quest) (1981),5746,4.5,высокий рейтинг
Pat Garrett and Billy the Kid (1973),7889,4.5,высокий рейтинг
Hollow Reed (1996),1504,4.5,высокий рейтинг
Eye of the Needle (1981),5732,4.5,высокий рейтинг
"Bothersome Man, The (Brysomme mannen, Den) (2006)",50011,4.5,высокий рейтинг
Mrs. Palfrey at the Claremont (2005),47148,4.5,высокий рейтинг
Sound of Noise (2010),94939,4.5,высокий рейтинг
"Court Jester, The (1956)",7075,4.5,высокий рейтинг
I Know That Voice (2013),107910,4.5,высокий рейтинг
"Holy Mountain, The (Montaña sagrada, La) (1973)",26326,4.5,высокий рейтинг
Cinemania (2002),6368,4.5,высокий рейтинг
Session 9 (2001),4725,4.5,высокий рейтинг
"Littlest Rebel, The (1935)",8572,4.5,высокий рейтинг
Rocky VI (1986) ,89045,4.5,высокий рейтинг
Shame (Skammen) (1968),7936,4.5,высокий рейтинг
Sydney White (2007),54734,4.5,высокий рейтинг
Sin Nombre (2009),68347,4.5,высокий рейтинг
Hav Plenty (1997),1903,4.5,высокий рейтинг
"State of Things, The (Stand der Dinge, Der) (1982)",6133,4.5,высокий рейтинг
"Apprenticeship of Duddy Kravitz, The (1974)",75990,4.5,высокий рейтинг
Blue Is the Warmest Color (La vie d'Adèle) (2013),105355,4.5,высокий рейтинг
Brother (Brat) (1997),5888,4.5,высокий рейтинг
"Red Chapel, The (Røde kapel, Det) (2009)",77907,4.5,высокий рейтинг
October Baby (2011),93061,4.5,высокий рейтинг
Will Ferrell: You're Welcome America - A Final Night with George W Bush (2009),75440,4.5,высокий рейтинг
Find Me Guilty (2006),44197,4.5,высокий рейтинг
Heima (2007),58425,4.5,высокий рейтинг
